"goal","keyword","pattern","weight","color"
3,"smallpox","\b(\d*)smallpox(\d*)\b",0.35,"#4C9F38"
3,"mammogram","\b(\d*)mammogram(\d*)\b",0.35,"#4C9F38"
3,"postmenopausal women","\b(\d*)postmenopausal women(\d*)\b",0.35,"#4C9F38"
3,"cognitive impairment","\b(\d*)cognitive impairment(\d*)\b",0.35,"#4C9F38"
3,"bird flu outbreak","\b(\d*)bird flu outbreak(\d*)\b",0.35,"#4C9F38"
3,"flu pandemic","\b(\d*)flu pandemic(\d*)\b",0.35,"#4C9F38"
3,"h#n# pandemic","\b(\d*)h#n# pandemic(\d*)\b",0.35,"#4C9F38"
3,"flu bug","\b(\d*)flu bug(\d*)\b",0.35,"#4C9F38"
3,"bone marrow transplant","\b(\d*)bone marrow transplant(\d*)\b",0.35,"#4C9F38"
3,"sickle cell anemia","\b(\d*)sickle cell anemia(\d*)\b",0.35,"#4C9F38"
3,"cell lymphoma","\b(\d*)cell lymphoma(\d*)\b",0.35,"#4C9F38"
3,"related macular degeneration","\b(\d*)related macular degeneration(\d*)\b",0.35,"#4C9F38"
3,"bacteria","\b(\d*)bacteria(\d*)\b",0.35,"#4C9F38"
3,"stds","\b(\d*)stds(\d*)\b",0.35,"#4C9F38"
3,"viral infections","\b(\d*)viral infections(\d*)\b",0.35,"#4C9F38"
3,"waterborne diseases","\b(\d*)waterborne diseases(\d*)\b",0.35,"#4C9F38"
3,"water borne diseases","\b(\d*)water borne diseases(\d*)\b",0.35,"#4C9F38"
3,"cisplatin","\b(\d*)cisplatin(\d*)\b",0.35,"#4C9F38"
3,"lymph nodes","\b(\d*)lymph nodes(\d*)\b",0.35,"#4C9F38"
3,"vascular","\b(\d*)vascular(\d*)\b",0.35,"#4C9F38"
4,"education","\b(\d*)education(\d*)\b",10.72,"#C5192D"
4,"educational","\b(\d*)educational(\d*)\b",5.7,"#C5192D"
4,"school","\b(\d*)school(\d*)\b",4.91,"#C5192D"
4,"students","\b(\d*)students(\d*)\b",4.15,"#C5192D"
4,"teaching","\b(\d*)teaching(\d*)\b",3.85,"#C5192D"
4,"learning","\b(\d*)learning(\d*)\b",3.64,"#C5192D"
4,"apprenticeship","\b(\d*)apprenticeship(\d*)\b",3.58,"#C5192D"
4,"skills","\b(\d*)skills(\d*)\b",3.49,"#C5192D"
4,"schools","\b(\d*)schools(\d*)\b",3.29,"#C5192D"
4,"curriculum","\b(\d*)curriculum(\d*)\b",3.26,"#C5192D"
4,"teachers","\b(\d*)teachers(\d*)\b",3.2,"#C5192D"
4,"trainees","\b(\d*)trainees(\d*)\b",3.02,"#C5192D"
4,"teacher","\b(\d*)teacher(\d*)\b",2.6,"#C5192D"
4,"classroom","\b(\d*)classroom(\d*)\b",2.53,"#C5192D"
4,"educators","\b(\d*)educators(\d*)\b",2.46,"#C5192D"
4,"math","\b(\d*)math(\d*)\b",2.4,"#C5192D"
4,"kindergarten","\b(\d*)kindergarten(\d*)\b",2.33,"#C5192D"
4,"classrooms","\b(\d*)classrooms(\d*)\b",2.27,"#C5192D"
4,"vocational training","\b(\d*)vocational training(\d*)\b",2.2,"#C5192D"
4,"vocational","\b(\d*)vocational(\d*)\b",2.17,"#C5192D"
4,"graduates","\b(\d*)graduates(\d*)\b",2.13,"#C5192D"
4,"diploma","\b(\d*)diploma(\d*)\b",2.13,"#C5192D"
4,"mathematics","\b(\d*)mathematics(\d*)\b",1.93,"#C5192D"
4,"achievement","\b(\d*)achievement(\d*)\b",1.74,"#C5192D"
4,"courses","\b(\d*)courses(\d*)\b",1.73,"#C5192D"
4,"elementary","\b(\d*)elementary(\d*)\b",1.67,"#C5192D"
4,"academic","\b(\d*)academic(\d*)\b",1.61,"#C5192D"
4,"literacy","\b(\d*)literacy(\d*)\b",1.6,"#C5192D"
4,"training","\b(\d*)training(\d*)\b",1.58,"#C5192D"
4,"pupils","\b(\d*)pupils(\d*)\b",1.53,"#C5192D"
4,"undergraduate","\b(\d*)undergraduate(\d*)\b",1.47,"#C5192D"
4,"colleges","\b(\d*)colleges(\d*)\b",1.47,"#C5192D"
4,"learners","\b(\d*)learners(\d*)\b",1.47,"#C5192D"
4,"preschool","\b(\d*)preschool(\d*)\b",1.4,"#C5192D"
4,"algebra","\b(\d*)algebra(\d*)\b",1.33,"#C5192D"
4,"reading comprehension","\b(\d*)reading comprehension(\d*)\b",1.31,"#C5192D"
4,"universities","\b(\d*)universities(\d*)\b",1.27,"#C5192D"
4,"faculty","\b(\d*)faculty(\d*)\b",1.27,"#C5192D"
4,"internship","\b(\d*)internship(\d*)\b",1.26,"#C5192D"
4,"childcare","\b(\d*)childcare(\d*)\b",1.2,"#C5192D"
4,"tutors","\b(\d*)tutors(\d*)\b",1.2,"#C5192D"
4,"career","\b(\d*)career(\d*)\b",1.17,"#C5192D"
4,"maths","\b(\d*)maths(\d*)\b",1.13,"#C5192D"
4,"adult education","\b(\d*)adult education(\d*)\b",1.13,"#C5192D"
4,"principals","\b(\d*)principals(\d*)\b",1.13,"#C5192D"
4,"curricula","\b(\d*)curricula(\d*)\b",1.13,"#C5192D"
4,"instructional","\b(\d*)instructional(\d*)\b",1.13,"#C5192D"
4,"curricular","\b(\d*)curricular(\d*)\b",1.13,"#C5192D"
4,"humanities","\b(\d*)humanities(\d*)\b",1.13,"#C5192D"
4,"advanced placement","\b(\d*)advanced placement(\d*)\b",1.13,"#C5192D"
4,"student","\b(\d*)student(\d*)\b",1.13,"#C5192D"
4,"mentoring","\b(\d*)mentoring(\d*)\b",1.13,"#C5192D"
4,"employment","\b(\d*)employment(\d*)\b",1.12,"#C5192D"
4,"qualifications","\b(\d*)qualifications(\d*)\b",1.12,"#C5192D"
4,"coursework","\b(\d*)coursework(\d*)\b",1.07,"#C5192D"
4,"early childhood","\b(\d*)early childhood(\d*)\b",1.07,"#C5192D"
4,"standardized tests","\b(\d*)standardized tests(\d*)\b",1.07,"#C5192D"
4,"college","\b(\d*)college(\d*)\b",1.07,"#C5192D"
4,"ninth graders","\b(\d*)ninth graders(\d*)\b",1.07,"#C5192D"
4,"graduate","\b(\d*)graduate(\d*)\b",1,"#C5192D"
4,"international baccalaureate","\b(\d*)international baccalaureate(\d*)\b",1,"#C5192D"
4,"pre kindergarten","\b(\d*)pre kindergarten(\d*)\b",1,"#C5192D"
4,"professors","\b(\d*)professors(\d*)\b",1,"#C5192D"
4,"tutoring","\b(\d*)tutoring(\d*)\b",1,"#C5192D"
4,"academic achievement","\b(\d*)academic achievement(\d*)\b",0.93,"#C5192D"
4,"exam","\b(\d*)exam(\d*)\b",0.93,"#C5192D"
4,"educator","\b(\d*)educator(\d*)\b",0.93,"#C5192D"
4,"elementary schools","\b(\d*)elementary schools(\d*)\b",0.93,"#C5192D"
4,"montessori","\b(\d*)montessori(\d*)\b",0.93,"#C5192D"
4,"middle schoolers","\b(\d*)middle schoolers(\d*)\b",0.93,"#C5192D"
4,"careers","\b(\d*)careers(\d*)\b",0.93,"#C5192D"
4,"master degree","\b(\d*)master degree(\d*)\b",0.87,"#C5192D"
4,"postgraduate","\b(\d*)postgraduate(\d*)\b",0.87,"#C5192D"
4,"apprenticeships","\b(\d*)apprenticeships(\d*)\b",0.87,"#C5192D"
4,"english language","\b(\d*)english language(\d*)\b",0.87,"#C5192D"
4,"syllabus","\b(\d*)syllabus(\d*)\b",0.87,"#C5192D"
4,"culinary arts","\b(\d*)culinary arts(\d*)\b",0.87,"#C5192D"
4,"eighth graders","\b(\d*)eighth graders(\d*)\b",0.87,"#C5192D"
4,"instructors","\b(\d*)instructors(\d*)\b",0.87,"#C5192D"
4,"mentors","\b(\d*)mentors(\d*)\b",0.87,"#C5192D"
4,"internships","\b(\d*)internships(\d*)\b",0.87,"#C5192D"
4,"grades","\b(\d*)grades(\d*)\b",0.87,"#C5192D"
4,"trainee","\b(\d*)trainee(\d*)\b",0.86,"#C5192D"
4,"employability","\b(\d*)employability(\d*)\b",0.82,"#C5192D"
4,"university","\b(\d*)university(\d*)\b",0.8,"#C5192D"
4,"ged","\b(\d*)ged(\d*)\b",0.8,"#C5192D"
4,"polytechnic","\b(\d*)polytechnic(\d*)\b",0.8,"#C5192D"
4,"school leavers","\b(\d*)school leavers(\d*)\b",0.8,"#C5192D"
4,"graduating","\b(\d*)graduating(\d*)\b",0.8,"#C5192D"
4,"exams","\b(\d*)exams(\d*)\b",0.8,"#C5192D"
4,"nclb","\b(\d*)nclb(\d*)\b",0.8,"#C5192D"
4,"curriculums","\b(\d*)curriculums(\d*)\b",0.8,"#C5192D"
4,"academies","\b(\d*)academies(\d*)\b",0.8,"#C5192D"
4,"undergraduates","\b(\d*)undergraduates(\d*)\b",0.8,"#C5192D"
4,"tutor","\b(\d*)tutor(\d*)\b",0.8,"#C5192D"
4,"entrepreneurship","\b(\d*)entrepreneurship(\d*)\b",0.8,"#C5192D"
4,"academically","\b(\d*)academically(\d*)\b",0.8,"#C5192D"
4,"fcat","\b(\d*)fcat(\d*)\b",0.8,"#C5192D"
4,"language learners","\b(\d*)language learners(\d*)\b",0.8,"#C5192D"
4,"educations","\b(\d*)educations(\d*)\b",0.8,"#C5192D"
4,"higher education","\b(\d*)higher education(\d*)\b",0.73,"#C5192D"
4,"public schools","\b(\d*)public schools(\d*)\b",0.73,"#C5192D"
4,"instructional materials","\b(\d*)instructional materials(\d*)\b",0.73,"#C5192D"
4,"parents","\b(\d*)parents(\d*)\b",0.73,"#C5192D"
4,"sixth graders","\b(\d*)sixth graders(\d*)\b",0.73,"#C5192D"
4,"eighth grade","\b(\d*)eighth grade(\d*)\b",0.73,"#C5192D"
4,"graduation","\b(\d*)graduation(\d*)\b",0.73,"#C5192D"
4,"employers","\b(\d*)employers(\d*)\b",0.71,"#C5192D"
4,"degree","\b(\d*)degree(\d*)\b",0.67,"#C5192D"
4,"bachelor degrees","\b(\d*)bachelor degrees(\d*)\b",0.67,"#C5192D"
4,"early learning","\b(\d*)early learning(\d*)\b",0.67,"#C5192D"
4,"continuing education","\b(\d*)continuing education(\d*)\b",0.67,"#C5192D"
4,"administrators","\b(\d*)administrators(\d*)\b",0.67,"#C5192D"
4,"semester","\b(\d*)semester(\d*)\b",0.67,"#C5192D"
4,"fifth graders","\b(\d*)fifth graders(\d*)\b",0.67,"#C5192D"
4,"districtwide","\b(\d*)districtwide(\d*)\b",0.67,"#C5192D"
4,"kindergartners","\b(\d*)kindergartners(\d*)\b",0.67,"#C5192D"
4,"classes","\b(\d*)classes(\d*)\b",0.67,"#C5192D"
4,"teach","\b(\d*)teach(\d*)\b",0.67,"#C5192D"
4,"homework","\b(\d*)homework(\d*)\b",0.67,"#C5192D"
4,"instruction","\b(\d*)instruction(\d*)\b",0.67,"#C5192D"
4,"ell","\b(\d*)ell(\d*)\b",0.67,"#C5192D"
4,"qualification","\b(\d*)qualification(\d*)\b",0.6,"#C5192D"
4,"bsc","\b(\d*)bsc(\d*)\b",0.6,"#C5192D"
4,"baccalaureate","\b(\d*)baccalaureate(\d*)\b",0.6,"#C5192D"
4,"scholarship","\b(\d*)scholarship(\d*)\b",0.6,"#C5192D"
4,"apprentices","\b(\d*)apprentices(\d*)\b",0.6,"#C5192D"
4,"tertiary education","\b(\d*)tertiary education(\d*)\b",0.6,"#C5192D"
4,"charter schools","\b(\d*)charter schools(\d*)\b",0.6,"#C5192D"
4,"parent teacher association","\b(\d*)parent teacher association(\d*)\b",0.6,"#C5192D"
4,"physical education","\b(\d*)physical education(\d*)\b",0.6,"#C5192D"
4,"head start","\b(\d*)head start(\d*)\b",0.6,"#C5192D"
4,"superintendents","\b(\d*)superintendents(\d*)\b",0.6,"#C5192D"
4,"ayp","\b(\d*)ayp(\d*)\b",0.6,"#C5192D"
4,"academics","\b(\d*)academics(\d*)\b",0.6,"#C5192D"
4,"nurses","\b(\d*)nurses(\d*)\b",0.6,"#C5192D"
4,"middle school","\b(\d*)middle school(\d*)\b",0.6,"#C5192D"
4,"elementary school","\b(\d*)elementary school(\d*)\b",0.6,"#C5192D"
4,"second language","\b(\d*)second language(\d*)\b",0.6,"#C5192D"
4,"leadership","\b(\d*)leadership(\d*)\b",0.6,"#C5192D"
4,"taks","\b(\d*)taks(\d*)\b",0.6,"#C5192D"
4,"schooling","\b(\d*)schooling(\d*)\b",0.6,"#C5192D"
4,"skill","\b(\d*)skill(\d*)\b",0.53,"#C5192D"
4,"mba","\b(\d*)mba(\d*)\b",0.53,"#C5192D"
4,"lifelong learning","\b(\d*)lifelong learning(\d*)\b",0.53,"#C5192D"
4,"dropout rates","\b(\d*)dropout rates(\d*)\b",0.53,"#C5192D"
4,"textbook","\b(\d*)textbook(\d*)\b",0.53,"#C5192D"
4,"schoolchildren","\b(\d*)schoolchildren(\d*)\b",0.53,"#C5192D"
4,"job seekers","\b(\d*)job seekers(\d*)\b",0.53,"#C5192D"
4,"intermediate school","\b(\d*)intermediate school(\d*)\b",0.53,"#C5192D"
4,"elementaries","\b(\d*)elementaries(\d*)\b",0.53,"#C5192D"
4,"prekindergarten","\b(\d*)prekindergarten(\d*)\b",0.53,"#C5192D"
4,"campuses","\b(\d*)campuses(\d*)\b",0.53,"#C5192D"
4,"guidance counselors","\b(\d*)guidance counselors(\d*)\b",0.53,"#C5192D"
4,"employable","\b(\d*)employable(\d*)\b",0.53,"#C5192D"
4,"lecturers","\b(\d*)lecturers(\d*)\b",0.53,"#C5192D"
4,"numeracy","\b(\d*)numeracy(\d*)\b",0.53,"#C5192D"
4,"sats","\b(\d*)sats(\d*)\b",0.53,"#C5192D"
4,"educationally","\b(\d*)educationally(\d*)\b",0.53,"#C5192D"
4,"college preparatory","\b(\d*)college preparatory(\d*)\b",0.53,"#C5192D"
4,"campus","\b(\d*)campus(\d*)\b",0.53,"#C5192D"
4,"unemployed","\b(\d*)unemployed(\d*)\b",0.53,"#C5192D"
4,"msc","\b(\d*)msc(\d*)\b",0.47,"#C5192D"
4,"undergraduate degree","\b(\d*)undergraduate degree(\d*)\b",0.47,"#C5192D"
4,"bachelor degree","\b(\d*)bachelor degree(\d*)\b",0.47,"#C5192D"
4,"lecturer","\b(\d*)lecturer(\d*)\b",0.47,"#C5192D"
4,"mechanical engineering","\b(\d*)mechanical engineering(\d*)\b",0.47,"#C5192D"
4,"instructor","\b(\d*)instructor(\d*)\b",0.47,"#C5192D"
4,"bursaries","\b(\d*)bursaries(\d*)\b",0.47,"#C5192D"
4,"school boards","\b(\d*)school boards(\d*)\b",0.47,"#C5192D"
4,"child care","\b(\d*)child care(\d*)\b",0.47,"#C5192D"
4,"preschools","\b(\d*)preschools(\d*)\b",0.47,"#C5192D"
4,"schools superintendent","\b(\d*)schools superintendent(\d*)\b",0.47,"#C5192D"
4,"academic affairs","\b(\d*)academic affairs(\d*)\b",0.47,"#C5192D"
4,"nursing","\b(\d*)nursing(\d*)\b",0.47,"#C5192D"
4,"no child left","\b(\d*)no child left(\d*)\b",0.47,"#C5192D"
4,"dropout rate","\b(\d*)dropout rate(\d*)\b",0.47,"#C5192D"
4,"scholars","\b(\d*)scholars(\d*)\b",0.47,"#C5192D"
4,"high school","\b(\d*)high school(\d*)\b",0.47,"#C5192D"
4,"secondary school","\b(\d*)secondary school(\d*)\b",0.47,"#C5192D"
4,"electives","\b(\d*)electives(\d*)\b",0.47,"#C5192D"
4,"economically disadvantaged","\b(\d*)economically disadvantaged(\d*)\b",0.47,"#C5192D"
4,"readiness","\b(\d*)readiness(\d*)\b",0.47,"#C5192D"
4,"excellence","\b(\d*)excellence(\d*)\b",0.47,"#C5192D"
4,"retraining","\b(\d*)retraining(\d*)\b",0.47,"#C5192D"
4,"courseware","\b(\d*)courseware(\d*)\b",0.47,"#C5192D"
4,"adequate yearly progress","\b(\d*)adequate yearly progress(\d*)\b",0.47,"#C5192D"
4,"extra curricular activities","\b(\d*)extra curricular activities(\d*)\b",0.47,"#C5192D"
4,"language","\b(\d*)language(\d*)\b",0.47,"#C5192D"
4,"stem","\b(\d*)stem(\d*)\b",0.47,"#C5192D"
4,"wasl","\b(\d*)wasl(\d*)\b",0.47,"#C5192D"
4,"admissions","\b(\d*)admissions(\d*)\b",0.47,"#C5192D"
4,"institutes","\b(\d*)institutes(\d*)\b",0.47,"#C5192D"
4,"mbas","\b(\d*)mbas(\d*)\b",0.47,"#C5192D"
4,"sat scores","\b(\d*)sat scores(\d*)\b",0.47,"#C5192D"
4,"parental involvement","\b(\d*)parental involvement(\d*)\b",0.47,"#C5192D"
4,"postsecondary education","\b(\d*)postsecondary education(\d*)\b",0.47,"#C5192D"
4,"scholarships","\b(\d*)scholarships(\d*)\b",0.47,"#C5192D"
4,"gifted","\b(\d*)gifted(\d*)\b",0.47,"#C5192D"
4,"classroom instruction","\b(\d*)classroom instruction(\d*)\b",0.47,"#C5192D"
4,"competencies","\b(\d*)competencies(\d*)\b",0.47,"#C5192D"
4,"liberal arts","\b(\d*)liberal arts(\d*)\b",0.47,"#C5192D"
4,"tuition","\b(\d*)tuition(\d*)\b",0.47,"#C5192D"
4,"certification","\b(\d*)certification(\d*)\b",0.4,"#C5192D"
4,"graduated","\b(\d*)graduated(\d*)\b",0.4,"#C5192D"
4,"accreditation","\b(\d*)accreditation(\d*)\b",0.4,"#C5192D"
4,"gcse","\b(\d*)gcse(\d*)\b",0.4,"#C5192D"
4,"examinations","\b(\d*)examinations(\d*)\b",0.4,"#C5192D"
4,"accountancy","\b(\d*)accountancy(\d*)\b",0.4,"#C5192D"
4,"educated","\b(\d*)educated(\d*)\b",0.4,"#C5192D"
4,"pre med","\b(\d*)pre med(\d*)\b",0.4,"#C5192D"
4,"secondary education","\b(\d*)secondary education(\d*)\b",0.4,"#C5192D"
4,"workforce development","\b(\d*)workforce development(\d*)\b",0.4,"#C5192D"
4,"secondary schools","\b(\d*)secondary schools(\d*)\b",0.4,"#C5192D"
4,"principal","\b(\d*)principal(\d*)\b",0.4,"#C5192D"
4,"libraries","\b(\d*)libraries(\d*)\b",0.4,"#C5192D"
4,"workforce investment","\b(\d*)workforce investment(\d*)\b",0.4,"#C5192D"
4,"applicants","\b(\d*)applicants(\d*)\b",0.4,"#C5192D"
4,"kids","\b(\d*)kids(\d*)\b",0.4,"#C5192D"
4,"librarians","\b(\d*)librarians(\d*)\b",0.4,"#C5192D"
4,"undergrads","\b(\d*)undergrads(\d*)\b",0.4,"#C5192D"
4,"freshmen","\b(\d*)freshmen(\d*)\b",0.4,"#C5192D"
4,"grammar","\b(\d*)grammar(\d*)\b",0.4,"#C5192D"
4,"sixth grader","\b(\d*)sixth grader(\d*)\b",0.4,"#C5192D"
4,"assistant principal","\b(\d*)assistant principal(\d*)\b",0.4,"#C5192D"
4,"youth","\b(\d*)youth(\d*)\b",0.4,"#C5192D"
4,"job corps","\b(\d*)job corps(\d*)\b",0.4,"#C5192D"
4,"recruitment","\b(\d*)recruitment(\d*)\b",0.4,"#C5192D"
4,"districts","\b(\d*)districts(\d*)\b",0.4,"#C5192D"
4,"adequate yearly","\b(\d*)adequate yearly(\d*)\b",0.4,"#C5192D"
4,"pedagogy","\b(\d*)pedagogy(\d*)\b",0.4,"#C5192D"
4,"biology","\b(\d*)biology(\d*)\b",0.4,"#C5192D"
4,"languages","\b(\d*)languages(\d*)\b",0.4,"#C5192D"
4,"workbooks","\b(\d*)workbooks(\d*)\b",0.4,"#C5192D"
4,"textbooks","\b(\d*)textbooks(\d*)\b",0.4,"#C5192D"
4,"undergrad","\b(\d*)undergrad(\d*)\b",0.4,"#C5192D"
4,"semesters","\b(\d*)semesters(\d*)\b",0.4,"#C5192D"
4,"sociology","\b(\d*)sociology(\d*)\b",0.4,"#C5192D"
4,"extracurricular activities","\b(\d*)extracurricular activities(\d*)\b",0.4,"#C5192D"
4,"mcas","\b(\d*)mcas(\d*)\b",0.4,"#C5192D"
4,"enrollments","\b(\d*)enrollments(\d*)\b",0.4,"#C5192D"
4,"graders","\b(\d*)graders(\d*)\b",0.4,"#C5192D"
4,"cafeteria","\b(\d*)cafeteria(\d*)\b",0.4,"#C5192D"
4,"daycare","\b(\d*)daycare(\d*)\b",0.4,"#C5192D"
4,"afterschool","\b(\d*)afterschool(\d*)\b",0.4,"#C5192D"
4,"civics","\b(\d*)civics(\d*)\b",0.4,"#C5192D"
4,"college grads","\b(\d*)college grads(\d*)\b",0.4,"#C5192D"
4,"grad","\b(\d*)grad(\d*)\b",0.4,"#C5192D"
4,"gainful employment","\b(\d*)gainful employment(\d*)\b",0.4,"#C5192D"
4,"retrain","\b(\d*)retrain(\d*)\b",0.4,"#C5192D"
4,"mentorship","\b(\d*)mentorship(\d*)\b",0.4,"#C5192D"
4,"unskilled","\b(\d*)unskilled(\d*)\b",0.4,"#C5192D"
4,"workforce","\b(\d*)workforce(\d*)\b",0.4,"#C5192D"
4,"skilled","\b(\d*)skilled(\d*)\b",0.4,"#C5192D"
4,"science","\b(\d*)science(\d*)\b",0.4,"#C5192D"
5,"gender","\b(\d*)gender(\d*)\b",9.97,"#FF3A21"
5,"women","\b(\d*)women(\d*)\b",7.46,"#FF3A21"
5,"feminist","\b(\d*)feminist(\d*)\b",5.86,"#FF3A21"
5,"sexism","\b(\d*)sexism(\d*)\b",5.4,"#FF3A21"
5,"misogyny","\b(\d*)misogyny(\d*)\b",2.92,"#FF3A21"
5,"sexual","\b(\d*)sexual(\d*)\b",2.58,"#FF3A21"
5,"sexuality","\b(\d*)sexuality(\d*)\b",2.55,"#FF3A21"
5,"feminism","\b(\d*)feminism(\d*)\b",2.17,"#FF3A21"
5,"gender bias","\b(\d*)gender bias(\d*)\b",2.06,"#FF3A21"
5,"female","\b(\d*)female(\d*)\b",2.06,"#FF3A21"
5,"racism","\b(\d*)racism(\d*)\b",1.88,"#FF3A21"
5,"discrimination","\b(\d*)discrimination(\d*)\b",1.76,"#FF3A21"
5,"equality","\b(\d*)equality(\d*)\b",1.71,"#FF3A21"
5,"bias","\b(\d*)bias(\d*)\b",1.58,"#FF3A21"
5,"gays","\b(\d*)gays(\d*)\b",1.41,"#FF3A21"
5,"sex","\b(\d*)sex(\d*)\b",1.32,"#FF3A21"
5,"homophobia","\b(\d*)homophobia(\d*)\b",1.29,"#FF3A21"
5,"girls","\b(\d*)girls(\d*)\b",1.25,"#FF3A21"
5,"racial","\b(\d*)racial(\d*)\b",1.17,"#FF3A21"
5,"stereotypes","\b(\d*)stereotypes(\d*)\b",1.13,"#FF3A21"
5,"affirmative action","\b(\d*)affirmative action(\d*)\b",1.11,"#FF3A21"
5,"homosexuality","\b(\d*)homosexuality(\d*)\b",1.05,"#FF3A21"
5,"lesbian","\b(\d*)lesbian(\d*)\b",1.05,"#FF3A21"
5,"anti semitism","\b(\d*)anti semitism(\d*)\b",1.05,"#FF3A21"
5,"gay","\b(\d*)gay(\d*)\b",1,"#FF3A21"
5,"sexist","\b(\d*)sexist(\d*)\b",0.96,"#FF3A21"
5,"marriage","\b(\d*)marriage(\d*)\b",0.94,"#FF3A21"
5,"woman","\b(\d*)woman(\d*)\b",0.94,"#FF3A21"
5,"lesbians","\b(\d*)lesbians(\d*)\b",0.94,"#FF3A21"
5,"transgender","\b(\d*)transgender(\d*)\b",0.94,"#FF3A21"
5,"racist","\b(\d*)racist(\d*)\b",0.94,"#FF3A21"
5,"stereotyping","\b(\d*)stereotyping(\d*)\b",0.94,"#FF3A21"
5,"political correctness","\b(\d*)political correctness(\d*)\b",0.94,"#FF3A21"
5,"bigotry","\b(\d*)bigotry(\d*)\b",0.94,"#FF3A21"
5,"masculinity","\b(\d*)masculinity(\d*)\b",0.9,"#FF3A21"
5,"motherhood","\b(\d*)motherhood(\d*)\b",0.88,"#FF3A21"
5,"womens","\b(\d*)womens(\d*)\b",0.88,"#FF3A21"
5,"females","\b(\d*)females(\d*)\b",0.88,"#FF3A21"
5,"prejudice","\b(\d*)prejudice(\d*)\b",0.88,"#FF3A21"
5,"monogamy","\b(\d*)monogamy(\d*)\b",0.82,"#FF3A21"
5,"queer","\b(\d*)queer(\d*)\b",0.82,"#FF3A21"
5,"heterosexual","\b(\d*)heterosexual(\d*)\b",0.82,"#FF3A21"
5,"rape","\b(\d*)rape(\d*)\b",0.82,"#FF3A21"
5,"condom","\b(\d*)condom(\d*)\b",0.79,"#FF3A21"
5,"gay marriage","\b(\d*)gay marriage(\d*)\b",0.76,"#FF3A21"
5,"liberalism","\b(\d*)liberalism(\d*)\b",0.76,"#FF3A21"
5,"homophobic","\b(\d*)homophobic(\d*)\b",0.76,"#FF3A21"
5,"gender equality","\b(\d*)gender equality(\d*)\b",0.76,"#FF3A21"
5,"racial prejudice","\b(\d*)racial prejudice(\d*)\b",0.76,"#FF3A21"
5,"racial bias","\b(\d*)racial bias(\d*)\b",0.76,"#FF3A21"
5,"ignorance","\b(\d*)ignorance(\d*)\b",0.76,"#FF3A21"
5,"bullying","\b(\d*)bullying(\d*)\b",0.7,"#FF3A21"
5,"feminists","\b(\d*)feminists(\d*)\b",0.7,"#FF3A21"
5,"prejudices","\b(\d*)prejudices(\d*)\b",0.7,"#FF3A21"
5,"men","\b(\d*)men(\d*)\b",0.7,"#FF3A21"
5,"minorities","\b(\d*)minorities(\d*)\b",0.7,"#FF3A21"
5,"sexually","\b(\d*)sexually(\d*)\b",0.67,"#FF3A21"
5,"diversity","\b(\d*)diversity(\d*)\b",0.66,"#FF3A21"
5,"girl","\b(\d*)girl(\d*)\b",0.64,"#FF3A21"
5,"masturbation","\b(\d*)masturbation(\d*)\b",0.64,"#FF3A21"
5,"sexually active","\b(\d*)sexually active(\d*)\b",0.64,"#FF3A21"
5,"homosexual","\b(\d*)homosexual(\d*)\b",0.64,"#FF3A21"
5,"elitism","\b(\d*)elitism(\d*)\b",0.64,"#FF3A21"
5,"intolerance","\b(\d*)intolerance(\d*)\b",0.64,"#FF3A21"
5,"empowerment","\b(\d*)empowerment(\d*)\b",0.6,"#FF3A21"
5,"religion","\b(\d*)religion(\d*)\b",0.59,"#FF3A21"
5,"bisexual","\b(\d*)bisexual(\d*)\b",0.59,"#FF3A21"
5,"misogynistic","\b(\d*)misogynistic(\d*)\b",0.59,"#FF3A21"
5,"hateful","\b(\d*)hateful(\d*)\b",0.59,"#FF3A21"
5,"masculine","\b(\d*)masculine(\d*)\b",0.59,"#FF3A21"
5,"civil rights","\b(\d*)civil rights(\d*)\b",0.59,"#FF3A21"
5,"male","\b(\d*)male(\d*)\b",0.59,"#FF3A21"
5,"sexes","\b(\d*)sexes(\d*)\b",0.59,"#FF3A21"
5,"males","\b(\d*)males(\d*)\b",0.59,"#FF3A21"
5,"snobbery","\b(\d*)snobbery(\d*)\b",0.59,"#FF3A21"
5,"racial discrimination","\b(\d*)racial discrimination(\d*)\b",0.59,"#FF3A21"
5,"islamophobia","\b(\d*)islamophobia(\d*)\b",0.59,"#FF3A21"
5,"negativity","\b(\d*)negativity(\d*)\b",0.59,"#FF3A21"
5,"bigots","\b(\d*)bigots(\d*)\b",0.59,"#FF3A21"
5,"hatred","\b(\d*)hatred(\d*)\b",0.59,"#FF3A21"
5,"patriarchal","\b(\d*)patriarchal(\d*)\b",0.59,"#FF3A21"
5,"boys","\b(\d*)boys(\d*)\b",0.58,"#FF3A21"
5,"abortion","\b(\d*)abortion(\d*)\b",0.57,"#FF3A21"
5,"morality","\b(\d*)morality(\d*)\b",0.53,"#FF3A21"
5,"adolescent","\b(\d*)adolescent(\d*)\b",0.53,"#FF3A21"
5,"adolescents","\b(\d*)adolescents(\d*)\b",0.53,"#FF3A21"
5,"lgbt","\b(\d*)lgbt(\d*)\b",0.53,"#FF3A21"
5,"prostitution","\b(\d*)prostitution(\d*)\b",0.53,"#FF3A21"
5,"homosexuals","\b(\d*)homosexuals(\d*)\b",0.53,"#FF3A21"
