"goal","keyword","pattern","weight","color"
5,"abuse","\b(\d*)abuse(\d*)\b",0.29,"#FF3A21"
5,"incest","\b(\d*)incest(\d*)\b",0.29,"#FF3A21"
5,"pedophilia","\b(\d*)pedophilia(\d*)\b",0.29,"#FF3A21"
5,"domestic violence","\b(\d*)domestic violence(\d*)\b",0.29,"#FF3A21"
5,"maternal","\b(\d*)maternal(\d*)\b",0.29,"#FF3A21"
5,"child","\b(\d*)child(\d*)\b",0.29,"#FF3A21"
5,"poverty","\b(\d*)poverty(\d*)\b",0.29,"#FF3A21"
5,"hate crimes","\b(\d*)hate crimes(\d*)\b",0.29,"#FF3A21"
5,"oppression","\b(\d*)oppression(\d*)\b",0.29,"#FF3A21"
5,"disparities","\b(\d*)disparities(\d*)\b",0.29,"#FF3A21"
5,"fundamentalism","\b(\d*)fundamentalism(\d*)\b",0.29,"#FF3A21"
5,"atheism","\b(\d*)atheism(\d*)\b",0.29,"#FF3A21"
5,"societal","\b(\d*)societal(\d*)\b",0.29,"#FF3A21"
5,"fascism","\b(\d*)fascism(\d*)\b",0.29,"#FF3A21"
5,"hiv aids","\b(\d*)hiv aids(\d*)\b",0.29,"#FF3A21"
5,"title ix","\b(\d*)title ix(\d*)\b",0.29,"#FF3A21"
5,"porn","\b(\d*)porn(\d*)\b",0.29,"#FF3A21"
5,"pregnant","\b(\d*)pregnant(\d*)\b",0.29,"#FF3A21"
5,"kissing","\b(\d*)kissing(\d*)\b",0.29,"#FF3A21"
5,"racial equality","\b(\d*)racial equality(\d*)\b",0.29,"#FF3A21"
5,"fathers","\b(\d*)fathers(\d*)\b",0.29,"#FF3A21"
5,"racial hatred","\b(\d*)racial hatred(\d*)\b",0.29,"#FF3A21"
5,"inequities","\b(\d*)inequities(\d*)\b",0.29,"#FF3A21"
5,"adults","\b(\d*)adults(\d*)\b",0.29,"#FF3A21"
5,"masturbate","\b(\d*)masturbate(\d*)\b",0.29,"#FF3A21"
5,"genitals","\b(\d*)genitals(\d*)\b",0.29,"#FF3A21"
5,"sodomy","\b(\d*)sodomy(\d*)\b",0.29,"#FF3A21"
5,"genitalia","\b(\d*)genitalia(\d*)\b",0.29,"#FF3A21"
5,"masturbating","\b(\d*)masturbating(\d*)\b",0.29,"#FF3A21"
5,"virginity","\b(\d*)virginity(\d*)\b",0.29,"#FF3A21"
5,"kinky","\b(\d*)kinky(\d*)\b",0.29,"#FF3A21"
5,"circumcision","\b(\d*)circumcision(\d*)\b",0.27,"#FF3A21"
5,"representation","\b(\d*)representation(\d*)\b",0.25,"#FF3A21"
5,"marriages","\b(\d*)marriages(\d*)\b",0.24,"#FF3A21"
5,"chlamydia","\b(\d*)chlamydia(\d*)\b",0.24,"#FF3A21"
5,"fertility","\b(\d*)fertility(\d*)\b",0.23,"#FF3A21"
5,"menopause","\b(\d*)menopause(\d*)\b",0.23,"#FF3A21"
5,"transsexuals","\b(\d*)transsexuals(\d*)\b",0.23,"#FF3A21"
5,"breastfeeding","\b(\d*)breastfeeding(\d*)\b",0.23,"#FF3A21"
5,"condescending","\b(\d*)condescending(\d*)\b",0.23,"#FF3A21"
5,"crass","\b(\d*)crass(\d*)\b",0.23,"#FF3A21"
5,"patronizing","\b(\d*)patronizing(\d*)\b",0.23,"#FF3A21"
5,"stereotyped","\b(\d*)stereotyped(\d*)\b",0.23,"#FF3A21"
5,"judgmental","\b(\d*)judgmental(\d*)\b",0.23,"#FF3A21"
5,"leftist","\b(\d*)leftist(\d*)\b",0.23,"#FF3A21"
5,"religious right","\b(\d*)religious right(\d*)\b",0.23,"#FF3A21"
5,"sisterhood","\b(\d*)sisterhood(\d*)\b",0.23,"#FF3A21"
5,"transsexual","\b(\d*)transsexual(\d*)\b",0.23,"#FF3A21"
5,"leftists","\b(\d*)leftists(\d*)\b",0.23,"#FF3A21"
5,"sex couples","\b(\d*)sex couples(\d*)\b",0.23,"#FF3A21"
5,"gay couples","\b(\d*)gay couples(\d*)\b",0.23,"#FF3A21"
5,"openly gay","\b(\d*)openly gay(\d*)\b",0.23,"#FF3A21"
5,"hiv infection","\b(\d*)hiv infection(\d*)\b",0.23,"#FF3A21"
5,"celibate","\b(\d*)celibate(\d*)\b",0.23,"#FF3A21"
5,"same sex","\b(\d*)same sex(\d*)\b",0.23,"#FF3A21"
5,"happily married","\b(\d*)happily married(\d*)\b",0.23,"#FF3A21"
5,"sexually transmitted infections","\b(\d*)sexually transmitted infections(\d*)\b",0.23,"#FF3A21"
5,"childless","\b(\d*)childless(\d*)\b",0.23,"#FF3A21"
5,"married","\b(\d*)married(\d*)\b",0.23,"#FF3A21"
5,"cohabitation","\b(\d*)cohabitation(\d*)\b",0.23,"#FF3A21"
5,"wedlock","\b(\d*)wedlock(\d*)\b",0.23,"#FF3A21"
5,"rudeness","\b(\d*)rudeness(\d*)\b",0.23,"#FF3A21"
5,"nastiness","\b(\d*)nastiness(\d*)\b",0.23,"#FF3A21"
5,"vulgarity","\b(\d*)vulgarity(\d*)\b",0.23,"#FF3A21"
5,"idiocy","\b(\d*)idiocy(\d*)\b",0.23,"#FF3A21"
5,"glass ceiling","\b(\d*)glass ceiling(\d*)\b",0.23,"#FF3A21"
5,"racial segregation","\b(\d*)racial segregation(\d*)\b",0.23,"#FF3A21"
5,"mccarthyism","\b(\d*)mccarthyism(\d*)\b",0.23,"#FF3A21"
5,"inequity","\b(\d*)inequity(\d*)\b",0.23,"#FF3A21"
5,"insensitivity","\b(\d*)insensitivity(\d*)\b",0.23,"#FF3A21"
5,"boy","\b(\d*)boy(\d*)\b",0.23,"#FF3A21"
5,"children","\b(\d*)children(\d*)\b",0.23,"#FF3A21"
5,"chicks","\b(\d*)chicks(\d*)\b",0.23,"#FF3A21"
5,"dads","\b(\d*)dads(\d*)\b",0.23,"#FF3A21"
5,"teenage","\b(\d*)teenage(\d*)\b",0.23,"#FF3A21"
5,"mums","\b(\d*)mums(\d*)\b",0.23,"#FF3A21"
5,"lust","\b(\d*)lust(\d*)\b",0.23,"#FF3A21"
5,"discriminated","\b(\d*)discriminated(\d*)\b",0.23,"#FF3A21"
5,"discriminate","\b(\d*)discriminate(\d*)\b",0.23,"#FF3A21"
5,"homelessness","\b(\d*)homelessness(\d*)\b",0.23,"#FF3A21"
5,"disability","\b(\d*)disability(\d*)\b",0.23,"#FF3A21"
5,"genocide","\b(\d*)genocide(\d*)\b",0.23,"#FF3A21"
5,"radicalism","\b(\d*)radicalism(\d*)\b",0.23,"#FF3A21"
5,"criminality","\b(\d*)criminality(\d*)\b",0.23,"#FF3A21"
5,"sexiness","\b(\d*)sexiness(\d*)\b",0.23,"#FF3A21"
5,"taboos","\b(\d*)taboos(\d*)\b",0.23,"#FF3A21"
5,"conservatism","\b(\d*)conservatism(\d*)\b",0.23,"#FF3A21"
5,"sensibility","\b(\d*)sensibility(\d*)\b",0.23,"#FF3A21"
5,"postmodern","\b(\d*)postmodern(\d*)\b",0.23,"#FF3A21"
5,"emancipation","\b(\d*)emancipation(\d*)\b",0.23,"#FF3A21"
5,"individualism","\b(\d*)individualism(\d*)\b",0.23,"#FF3A21"
5,"socialism","\b(\d*)socialism(\d*)\b",0.23,"#FF3A21"
5,"civil rights movement","\b(\d*)civil rights movement(\d*)\b",0.23,"#FF3A21"
5,"ideologies","\b(\d*)ideologies(\d*)\b",0.23,"#FF3A21"
5,"worldview","\b(\d*)worldview(\d*)\b",0.23,"#FF3A21"
5,"perception","\b(\d*)perception(\d*)\b",0.23,"#FF3A21"
5,"generalizations","\b(\d*)generalizations(\d*)\b",0.23,"#FF3A21"
5,"misperceptions","\b(\d*)misperceptions(\d*)\b",0.23,"#FF3A21"
5,"preconceived notions","\b(\d*)preconceived notions(\d*)\b",0.23,"#FF3A21"
5,"preconceptions","\b(\d*)preconceptions(\d*)\b",0.23,"#FF3A21"
5,"inferiority complex","\b(\d*)inferiority complex(\d*)\b",0.23,"#FF3A21"
5,"stigma","\b(\d*)stigma(\d*)\b",0.23,"#FF3A21"
5,"divorce","\b(\d*)divorce(\d*)\b",0.23,"#FF3A21"
5,"marriage equality","\b(\d*)marriage equality(\d*)\b",0.23,"#FF3A21"
5,"lesbian gay bisexual","\b(\d*)lesbian gay bisexual(\d*)\b",0.23,"#FF3A21"
5,"brides","\b(\d*)brides(\d*)\b",0.23,"#FF3A21"
5,"apartheid","\b(\d*)apartheid(\d*)\b",0.23,"#FF3A21"
5,"man","\b(\d*)man(\d*)\b",0.23,"#FF3A21"
5,"insecurities","\b(\d*)insecurities(\d*)\b",0.23,"#FF3A21"
5,"sexually harassed","\b(\d*)sexually harassed(\d*)\b",0.23,"#FF3A21"
5,"civilians","\b(\d*)civilians(\d*)\b",0.23,"#FF3A21"
5,"orgasms","\b(\d*)orgasms(\d*)\b",0.23,"#FF3A21"
5,"orgasm","\b(\d*)orgasm(\d*)\b",0.23,"#FF3A21"
5,"fondling","\b(\d*)fondling(\d*)\b",0.23,"#FF3A21"
5,"raped","\b(\d*)raped(\d*)\b",0.23,"#FF3A21"
5,"sexually assault","\b(\d*)sexually assault(\d*)\b",0.23,"#FF3A21"
5,"sexual assaults","\b(\d*)sexual assaults(\d*)\b",0.23,"#FF3A21"
5,"horny","\b(\d*)horny(\d*)\b",0.23,"#FF3A21"
5,"sexually assaulted","\b(\d*)sexually assaulted(\d*)\b",0.23,"#FF3A21"
5,"pornography","\b(\d*)pornography(\d*)\b",0.23,"#FF3A21"
5,"manly","\b(\d*)manly(\d*)\b",0.23,"#FF3A21"
5,"androgynous","\b(\d*)androgynous(\d*)\b",0.23,"#FF3A21"
5,"intimacy","\b(\d*)intimacy(\d*)\b",0.23,"#FF3A21"
5,"libido","\b(\d*)libido(\d*)\b",0.23,"#FF3A21"
5,"chivalry","\b(\d*)chivalry(\d*)\b",0.23,"#FF3A21"
5,"sensual","\b(\d*)sensual(\d*)\b",0.23,"#FF3A21"
5,"whites","\b(\d*)whites(\d*)\b",0.23,"#FF3A21"
5,"sexual molestation","\b(\d*)sexual molestation(\d*)\b",0.23,"#FF3A21"
5,"aggression","\b(\d*)aggression(\d*)\b",0.21,"#FF3A21"
5,"victims","\b(\d*)victims(\d*)\b",0.2,"#FF3A21"
5,"fgm","\b(\d*)fgm(\d*)\b",0.19,"#FF3A21"
5,"gender issues","\b(\d*)gender issues(\d*)\b",0.18,"#FF3A21"
5,"sexual risk","\b(\d*)sexual risk(\d*)\b",0.18,"#FF3A21"
5,"psychology","\b(\d*)psychology(\d*)\b",0.18,"#FF3A21"
5,"theology","\b(\d*)theology(\d*)\b",0.18,"#FF3A21"
5,"sociology","\b(\d*)sociology(\d*)\b",0.18,"#FF3A21"
5,"spiritual","\b(\d*)spiritual(\d*)\b",0.18,"#FF3A21"
5,"politics","\b(\d*)politics(\d*)\b",0.18,"#FF3A21"
5,"relationships","\b(\d*)relationships(\d*)\b",0.18,"#FF3A21"
5,"religions","\b(\d*)religions(\d*)\b",0.18,"#FF3A21"
5,"psychological","\b(\d*)psychological(\d*)\b",0.18,"#FF3A21"
5,"intellectual","\b(\d*)intellectual(\d*)\b",0.18,"#FF3A21"
5,"behaviour","\b(\d*)behaviour(\d*)\b",0.18,"#FF3A21"
5,"pop culture","\b(\d*)pop culture(\d*)\b",0.18,"#FF3A21"
5,"politically incorrect","\b(\d*)politically incorrect(\d*)\b",0.18,"#FF3A21"
5,"mean spirited","\b(\d*)mean spirited(\d*)\b",0.18,"#FF3A21"
5,"bitchy","\b(\d*)bitchy(\d*)\b",0.18,"#FF3A21"
5,"denigrating","\b(\d*)denigrating(\d*)\b",0.18,"#FF3A21"
5,"raunchy","\b(\d*)raunchy(\d*)\b",0.18,"#FF3A21"
5,"elitist","\b(\d*)elitist(\d*)\b",0.18,"#FF3A21"
5,"bigot","\b(\d*)bigot(\d*)\b",0.18,"#FF3A21"
5,"gratuitous","\b(\d*)gratuitous(\d*)\b",0.18,"#FF3A21"
5,"indecent","\b(\d*)indecent(\d*)\b",0.18,"#FF3A21"
5,"suggestive","\b(\d*)suggestive(\d*)\b",0.18,"#FF3A21"
5,"ann coulter","\b(\d*)ann coulter(\d*)\b",0.18,"#FF3A21"
5,"women history month","\b(\d*)women history month(\d*)\b",0.18,"#FF3A21"
5,"equal rights","\b(\d*)equal rights(\d*)\b",0.18,"#FF3A21"
5,"human","\b(\d*)human(\d*)\b",0.18,"#FF3A21"
5,"married couples","\b(\d*)married couples(\d*)\b",0.18,"#FF3A21"
5,"gonorrhea","\b(\d*)gonorrhea(\d*)\b",0.18,"#FF3A21"
5,"lesbian couples","\b(\d*)lesbian couples(\d*)\b",0.18,"#FF3A21"
5,"hiv","\b(\d*)hiv(\d*)\b",0.18,"#FF3A21"
5,"civil unions","\b(\d*)civil unions(\d*)\b",0.18,"#FF3A21"
5,"sex marriages","\b(\d*)sex marriages(\d*)\b",0.18,"#FF3A21"
5,"chaste","\b(\d*)chaste(\d*)\b",0.18,"#FF3A21"
5,"genders","\b(\d*)genders(\d*)\b",0.18,"#FF3A21"
5,"marital","\b(\d*)marital(\d*)\b",0.18,"#FF3A21"
5,"gay marriages","\b(\d*)gay marriages(\d*)\b",0.18,"#FF3A21"
5,"matrimony","\b(\d*)matrimony(\d*)\b",0.18,"#FF3A21"
5,"unfaithful","\b(\d*)unfaithful(\d*)\b",0.18,"#FF3A21"
5,"closeted","\b(\d*)closeted(\d*)\b",0.18,"#FF3A21"
5,"syphilis","\b(\d*)syphilis(\d*)\b",0.18,"#FF3A21"
5,"normative","\b(\d*)normative(\d*)\b",0.18,"#FF3A21"
5,"boyfriends","\b(\d*)boyfriends(\d*)\b",0.18,"#FF3A21"
5,"nepotism","\b(\d*)nepotism(\d*)\b",0.18,"#FF3A21"
5,"divisiveness","\b(\d*)divisiveness(\d*)\b",0.18,"#FF3A21"
5,"babes","\b(\d*)babes(\d*)\b",0.18,"#FF3A21"
5,"teenage girls","\b(\d*)teenage girls(\d*)\b",0.18,"#FF3A21"
5,"co ed","\b(\d*)co ed(\d*)\b",0.18,"#FF3A21"
5,"gals","\b(\d*)gals(\d*)\b",0.18,"#FF3A21"
5,"varsity","\b(\d*)varsity(\d*)\b",0.18,"#FF3A21"
5,"voyeurism","\b(\d*)voyeurism(\d*)\b",0.18,"#FF3A21"
5,"torture","\b(\d*)torture(\d*)\b",0.18,"#FF3A21"
5,"hiv prevention","\b(\d*)hiv prevention(\d*)\b",0.18,"#FF3A21"
5,"corruption","\b(\d*)corruption(\d*)\b",0.18,"#FF3A21"
5,"discriminated against","\b(\d*)discriminated against(\d*)\b",0.18,"#FF3A21"
5,"discriminates","\b(\d*)discriminates(\d*)\b",0.18,"#FF3A21"
5,"discriminating","\b(\d*)discriminating(\d*)\b",0.18,"#FF3A21"
5,"equal employment opportunity","\b(\d*)equal employment opportunity(\d*)\b",0.18,"#FF3A21"
5,"censorship","\b(\d*)censorship(\d*)\b",0.18,"#FF3A21"
5,"religious minorities","\b(\d*)religious minorities(\d*)\b",0.18,"#FF3A21"
5,"unequal","\b(\d*)unequal(\d*)\b",0.18,"#FF3A21"
5,"eeoc","\b(\d*)eeoc(\d*)\b",0.18,"#FF3A21"
5,"ethnic minorities","\b(\d*)ethnic minorities(\d*)\b",0.18,"#FF3A21"
5,"title vii","\b(\d*)title vii(\d*)\b",0.18,"#FF3A21"
5,"decadence","\b(\d*)decadence(\d*)\b",0.18,"#FF3A21"
5,"inhumanity","\b(\d*)inhumanity(\d*)\b",0.18,"#FF3A21"
5,"irreverence","\b(\d*)irreverence(\d*)\b",0.18,"#FF3A21"
5,"fanaticism","\b(\d*)fanaticism(\d*)\b",0.18,"#FF3A21"
5,"demonization","\b(\d*)demonization(\d*)\b",0.18,"#FF3A21"
5,"iconography","\b(\d*)iconography(\d*)\b",0.18,"#FF3A21"
5,"modernism","\b(\d*)modernism(\d*)\b",0.18,"#FF3A21"
5,"feminine","\b(\d*)feminine(\d*)\b",0.18,"#FF3A21"
5,"modernity","\b(\d*)modernity(\d*)\b",0.18,"#FF3A21"
5,"secularism","\b(\d*)secularism(\d*)\b",0.18,"#FF3A21"
5,"humanism","\b(\d*)humanism(\d*)\b",0.18,"#FF3A21"
5,"liberals","\b(\d*)liberals(\d*)\b",0.18,"#FF3A21"
5,"mores","\b(\d*)mores(\d*)\b",0.18,"#FF3A21"
5,"bourgeois","\b(\d*)bourgeois(\d*)\b",0.18,"#FF3A21"
5,"civil society","\b(\d*)civil society(\d*)\b",0.18,"#FF3A21"
5,"ethnic","\b(\d*)ethnic(\d*)\b",0.18,"#FF3A21"
5,"generalization","\b(\d*)generalization(\d*)\b",0.18,"#FF3A21"
5,"clichés","\b(\d*)clichés(\d*)\b",0.18,"#FF3A21"
5,"prejudiced","\b(\d*)prejudiced(\d*)\b",0.18,"#FF3A21"
5,"naked","\b(\d*)naked(\d*)\b",0.18,"#FF3A21"
5,"prop 8","\b(\d*)prop 8(\d*)\b",0.18,"#FF3A21"
5,"advocacy","\b(\d*)advocacy(\d*)\b",0.18,"#FF3A21"
5,"gay lesbian bisexual","\b(\d*)gay lesbian bisexual(\d*)\b",0.18,"#FF3A21"
5,"proposition 8","\b(\d*)proposition 8(\d*)\b",0.18,"#FF3A21"
5,"latinas","\b(\d*)latinas(\d*)\b",0.18,"#FF3A21"
5,"people","\b(\d*)people(\d*)\b",0.18,"#FF3A21"
5,"prisoners","\b(\d*)prisoners(\d*)\b",0.18,"#FF3A21"
5,"students","\b(\d*)students(\d*)\b",0.18,"#FF3A21"
5,"infants","\b(\d*)infants(\d*)\b",0.18,"#FF3A21"
5,"pregnant women","\b(\d*)pregnant women(\d*)\b",0.18,"#FF3A21"
5,"racial tension","\b(\d*)racial tension(\d*)\b",0.18,"#FF3A21"
5,"hate","\b(\d*)hate(\d*)\b",0.18,"#FF3A21"
5,"gents","\b(\d*)gents(\d*)\b",0.18,"#FF3A21"
5,"notions","\b(\d*)notions(\d*)\b",0.18,"#FF3A21"
5,"misconceptions","\b(\d*)misconceptions(\d*)\b",0.18,"#FF3A21"
5,"perceptions","\b(\d*)perceptions(\d*)\b",0.18,"#FF3A21"
5,"mindsets","\b(\d*)mindsets(\d*)\b",0.18,"#FF3A21"
5,"archetypes","\b(\d*)archetypes(\d*)\b",0.18,"#FF3A21"
5,"attitudes","\b(\d*)attitudes(\d*)\b",0.18,"#FF3A21"
5,"misunderstandings","\b(\d*)misunderstandings(\d*)\b",0.18,"#FF3A21"
5,"beliefs","\b(\d*)beliefs(\d*)\b",0.18,"#FF3A21"
5,"truths","\b(\d*)truths(\d*)\b",0.18,"#FF3A21"
5,"feelings","\b(\d*)feelings(\d*)\b",0.18,"#FF3A21"
5,"resentments","\b(\d*)resentments(\d*)\b",0.18,"#FF3A21"
5,"ideology","\b(\d*)ideology(\d*)\b",0.18,"#FF3A21"
5,"antagonism","\b(\d*)antagonism(\d*)\b",0.18,"#FF3A21"
5,"meritocracy","\b(\d*)meritocracy(\d*)\b",0.18,"#FF3A21"
5,"sexual dysfunction","\b(\d*)sexual dysfunction(\d*)\b",0.18,"#FF3A21"
5,"religious extremism","\b(\d*)religious extremism(\d*)\b",0.18,"#FF3A21"
5,"older","\b(\d*)older(\d*)\b",0.18,"#FF3A21"
5,"individuals","\b(\d*)individuals(\d*)\b",0.18,"#FF3A21"
5,"obese","\b(\d*)obese(\d*)\b",0.18,"#FF3A21"
5,"mature","\b(\d*)mature(\d*)\b",0.18,"#FF3A21"
5,"younger","\b(\d*)younger(\d*)\b",0.18,"#FF3A21"
5,"smokers","\b(\d*)smokers(\d*)\b",0.18,"#FF3A21"
5,"gamers","\b(\d*)gamers(\d*)\b",0.18,"#FF3A21"
5,"mating","\b(\d*)mating(\d*)\b",0.18,"#FF3A21"
5,"caucasians","\b(\d*)caucasians(\d*)\b",0.18,"#FF3A21"
5,"racially","\b(\d*)racially(\d*)\b",0.18,"#FF3A21"
5,"anal","\b(\d*)anal(\d*)\b",0.18,"#FF3A21"
5,"penises","\b(\d*)penises(\d*)\b",0.18,"#FF3A21"
5,"penis","\b(\d*)penis(\d*)\b",0.18,"#FF3A21"
5,"vagina","\b(\d*)vagina(\d*)\b",0.18,"#FF3A21"
5,"vaginal","\b(\d*)vaginal(\d*)\b",0.18,"#FF3A21"
5,"anus","\b(\d*)anus(\d*)\b",0.18,"#FF3A21"
5,"underage girls","\b(\d*)underage girls(\d*)\b",0.18,"#FF3A21"
5,"undressed","\b(\d*)undressed(\d*)\b",0.18,"#FF3A21"
5,"individuality","\b(\d*)individuality(\d*)\b",0.18,"#FF3A21"
5,"sensuality","\b(\d*)sensuality(\d*)\b",0.18,"#FF3A21"
5,"girly","\b(\d*)girly(\d*)\b",0.18,"#FF3A21"
5,"arousal","\b(\d*)arousal(\d*)\b",0.18,"#FF3A21"
5,"statutory rape","\b(\d*)statutory rape(\d*)\b",0.18,"#FF3A21"
5,"fondled","\b(\d*)fondled(\d*)\b",0.18,"#FF3A21"
5,"molested","\b(\d*)molested(\d*)\b",0.18,"#FF3A21"
5,"molestation","\b(\d*)molestation(\d*)\b",0.18,"#FF3A21"
5,"childbearing","\b(\d*)childbearing(\d*)\b",0.18,"#FF3A21"
5,"polygamy","\b(\d*)polygamy(\d*)\b",0.18,"#FF3A21"
5,"flirtatious","\b(\d*)flirtatious(\d*)\b",0.18,"#FF3A21"
5,"sexual exploitation","\b(\d*)sexual exploitation(\d*)\b",0.18,"#FF3A21"
5,"hypersexuality","\b(\d*)hypersexuality(\d*)\b",0.17,"#FF3A21"
5,"gender gap","\b(\d*)gender gap(\d*)\b",0.16,"#FF3A21"
5,"stalking","\b(\d*)stalking(\d*)\b",0.15,"#FF3A21"
5,"board","\b(\d*)board(\d*)\b",0.14,"#FF3A21"
5,"status women","\b(\d*)status women(\d*)\b",0.14,"#FF3A21"
5,"feminist theory","\b(\d*)feminist theory(\d*)\b",0.14,"#FF3A21"
5,"directors","\b(\d*)directors(\d*)\b",0.13,"#FF3A21"
5,"transmission","\b(\d*)transmission(\d*)\b",0.13,"#FF3A21"
5,"candidates","\b(\d*)candidates(\d*)\b",0.12,"#FF3A21"
5,"entrepreneurs","\b(\d*)entrepreneurs(\d*)\b",0.12,"#FF3A21"
5,"paid work","\b(\d*)paid work(\d*)\b",0.12,"#FF3A21"
5,"gap","\b(\d*)gap(\d*)\b",0.12,"#FF3A21"
5,"sexually transmitted","\b(\d*)sexually transmitted(\d*)\b",0.12,"#FF3A21"
5,"hegemonic","\b(\d*)hegemonic(\d*)\b",0.12,"#FF3A21"
5,"women rights","\b(\d*)women rights(\d*)\b",0.12,"#FF3A21"
5,"addiction","\b(\d*)addiction(\d*)\b",0.12,"#FF3A21"
5,"philosophy","\b(\d*)philosophy(\d*)\b",0.12,"#FF3A21"
5,"parenting","\b(\d*)parenting(\d*)\b",0.12,"#FF3A21"
5,"intimate","\b(\d*)intimate(\d*)\b",0.12,"#FF3A21"
5,"language","\b(\d*)language(\d*)\b",0.12,"#FF3A21"
5,"attitude","\b(\d*)attitude(\d*)\b",0.12,"#FF3A21"
5,"bioethics","\b(\d*)bioethics(\d*)\b",0.12,"#FF3A21"
5,"context","\b(\d*)context(\d*)\b",0.12,"#FF3A21"
5,"vagina monologues","\b(\d*)vagina monologues(\d*)\b",0.12,"#FF3A21"
5,"derogatory","\b(\d*)derogatory(\d*)\b",0.12,"#FF3A21"
5,"insensitive","\b(\d*)insensitive(\d*)\b",0.12,"#FF3A21"
5,"risqué","\b(\d*)risqué(\d*)\b",0.12,"#FF3A21"
5,"inappropriate","\b(\d*)inappropriate(\d*)\b",0.12,"#FF3A21"
5,"hurtful","\b(\d*)hurtful(\d*)\b",0.12,"#FF3A21"
5,"trashy","\b(\d*)trashy(\d*)\b",0.12,"#FF3A21"
5,"catty","\b(\d*)catty(\d*)\b",0.12,"#FF3A21"
5,"pejorative","\b(\d*)pejorative(\d*)\b",0.12,"#FF3A21"
5,"slur","\b(\d*)slur(\d*)\b",0.12,"#FF3A21"
5,"repulsive","\b(\d*)repulsive(\d*)\b",0.12,"#FF3A21"
5,"ignorant","\b(\d*)ignorant(\d*)\b",0.12,"#FF3A21"
5,"belittling","\b(\d*)belittling(\d*)\b",0.12,"#FF3A21"
5,"racially charged","\b(\d*)racially charged(\d*)\b",0.12,"#FF3A21"
5,"dissent","\b(\d*)dissent(\d*)\b",0.12,"#FF3A21"
5,"free speech","\b(\d*)free speech(\d*)\b",0.12,"#FF3A21"
5,"secular","\b(\d*)secular(\d*)\b",0.12,"#FF3A21"
5,"bitch","\b(\d*)bitch(\d*)\b",0.12,"#FF3A21"
5,"leftwing","\b(\d*)leftwing(\d*)\b",0.12,"#FF3A21"
5,"sixties","\b(\d*)sixties(\d*)\b",0.12,"#FF3A21"
5,"mother","\b(\d*)mother(\d*)\b",0.12,"#FF3A21"
5,"unmarried couples","\b(\d*)unmarried couples(\d*)\b",0.12,"#FF3A21"
5,"hiv infected","\b(\d*)hiv infected(\d*)\b",0.12,"#FF3A21"
5,"cronyism","\b(\d*)cronyism(\d*)\b",0.12,"#FF3A21"
5,"dumbing down","\b(\d*)dumbing down(\d*)\b",0.12,"#FF3A21"
5,"sleaze","\b(\d*)sleaze(\d*)\b",0.12,"#FF3A21"
5,"pettiness","\b(\d*)pettiness(\d*)\b",0.12,"#FF3A21"
5,"innuendo","\b(\d*)innuendo(\d*)\b",0.12,"#FF3A21"
5,"subtext","\b(\d*)subtext(\d*)\b",0.12,"#FF3A21"
5,"partisanship","\b(\d*)partisanship(\d*)\b",0.12,"#FF3A21"
5,"dishonesty","\b(\d*)dishonesty(\d*)\b",0.12,"#FF3A21"
5,"girls basketball","\b(\d*)girls basketball(\d*)\b",0.12,"#FF3A21"
5,"divas","\b(\d*)divas(\d*)\b",0.12,"#FF3A21"
5,"volleyball","\b(\d*)volleyball(\d*)\b",0.12,"#FF3A21"
5,"middle schoolers","\b(\d*)middle schoolers(\d*)\b",0.12,"#FF3A21"
5,"clubs","\b(\d*)clubs(\d*)\b",0.12,"#FF3A21"
5,"rockers","\b(\d*)rockers(\d*)\b",0.12,"#FF3A21"
5,"juniors","\b(\d*)juniors(\d*)\b",0.12,"#FF3A21"
5,"coed","\b(\d*)coed(\d*)\b",0.12,"#FF3A21"
5,"daughters","\b(\d*)daughters(\d*)\b",0.12,"#FF3A21"
5,"boyz","\b(\d*)boyz(\d*)\b",0.12,"#FF3A21"
5,"netball","\b(\d*)netball(\d*)\b",0.12,"#FF3A21"
5,"scouts","\b(\d*)scouts(\d*)\b",0.12,"#FF3A21"
5,"secondary schools","\b(\d*)secondary schools(\d*)\b",0.12,"#FF3A21"
5,"swim","\b(\d*)swim(\d*)\b",0.12,"#FF3A21"
5,"pony","\b(\d*)pony(\d*)\b",0.12,"#FF3A21"
5,"brownies","\b(\d*)brownies(\d*)\b",0.12,"#FF3A21"
5,"junior","\b(\d*)junior(\d*)\b",0.12,"#FF3A21"
5,"parents","\b(\d*)parents(\d*)\b",0.12,"#FF3A21"
5,"singles","\b(\d*)singles(\d*)\b",0.12,"#FF3A21"
5,"midget","\b(\d*)midget(\d*)\b",0.12,"#FF3A21"
5,"schoolboys","\b(\d*)schoolboys(\d*)\b",0.12,"#FF3A21"
5,"swimmers","\b(\d*)swimmers(\d*)\b",0.12,"#FF3A21"
5,"kidz","\b(\d*)kidz(\d*)\b",0.12,"#FF3A21"
5,"wrestlers","\b(\d*)wrestlers(\d*)\b",0.12,"#FF3A21"
5,"stars","\b(\d*)stars(\d*)\b",0.12,"#FF3A21"
5,"youth soccer","\b(\d*)youth soccer(\d*)\b",0.12,"#FF3A21"
5,"cheer","\b(\d*)cheer(\d*)\b",0.12,"#FF3A21"
5,"child abuse","\b(\d*)child abuse(\d*)\b",0.12,"#FF3A21"
